22 13.2 68 6 8 10 20 14 0 0.44
23 11.5 52 6 8 10 20 14 0 0.45
24 9.8 40 6 8 10 20 14 0 0.45;

### demand data ###
param demand :
Hot_Clear Hot_Hazy Hot_Cloudy Storm_PM Clear_Breezy Mild_Balanced Overcast_Windy Cloudy_Calm :=
1 8.9 9.07 8.99 8.65 8.23 7.9 7.82 8.4
2 8.59 8.75 8.67 8.34 7.94 7.62 7.54 8.1
3 8.37 8.53 8.45 8.14 7.74 7.43 7.35 7.9
4 8.27 8.42 8.35 8.03 7.64 7.34 7.26 7.8
5 8.37 8.53 8.45 8.14 7.74 7.43 7.35 7.9
6 8.9 9.07 8.99 8.65 8.23 7.98 7.9 8.4
7 10.07 10.26 10.17 9.78 9.31 9.02 8.93 9.5
8 11.56 11.78 11.67 11.12 10.58 10.26 10.15 10.8
9 12.74 12.98 12.86 12.26 11.66 11.3 11.19 11.9
10 13.84 14.1 13.97 13.18 12.54 12.16 12.03 12.8
11 14.7 14.98 14.84 13.87 13.33 12.92 12.78 13.6
12 15.61 15.91 15.76 14.43 14.01 13.58 13.44 14.3
13 16.43 16.74 16.58 14.89 14.6 14.01 13.87 14.9
14 17.25 17.58 17.41 15.17 15.19 14.43 14.28 15.5
15 17.98 18.32 18.15 15.33 15.68 14.74 14.59 16
16 18.71 19.07 18.89 15.64 16.17 15.05 14.89 16.5
17 19.35 19.71 19.53 16.01 16.56 15.25 15.09 16.9
18 19.69 20.06 19.88 16.48 16.86 15.52 15.36 17.2
19 19.05 19.41 19.23 16.44 16.46 15.32 15.16 16.8
20 17.7 18.03 17.86 15.89 15.58 14.65 14.5 15.9
21 16.05 16.35 16.2 14.84 14.41 13.69 13.54 14.7
22 14.27 14.54 14.41 13.46 12.94 12.41 12.28 13.2
23 12.31 12.54 12.43 11.84 11.27 10.82 10.7 11.5
24 10.39 10.58 10.49 10.09 9.6 9.22 9.12 9.8;

### solar availability ###
# MWh per 1-MW block
param solar: Hot_Clear Hot_Hazy Hot_Cloudy Storm_PM Clear_Breezy Mild_Balanced Overcast_Windy Cloudy_Calm :=
1 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0
4 0 0 0 0 0 0 0 0
5 0 0 0 0 0 0 0 0
6 0 0 0 0 0 0 0 0
7 0.02 0.017 0.011 0.02 0.02 0.018 0.006 0.01
8 0.1 0.088 0.058 0.1 0.102 0.092 0.035 0.05
9 0.24 0.216 0.144 0.235 0.247 0.226 0.091 0.127
10 0.45 0.414 0.279 0.423 0.464 0.428 0.18 0.252
11 0.66 0.62 0.422 0.561 0.686 0.634 0.277 0.383
12 0.82 0.771 0.541 0.574 0.853 0.795 0.353 0.492
13 0.9 0.837 0.612 0.405 0.936 0.873 0.396 0.54
14 0.92 0.846 0.626 0.202 0.948 0.883 0.405 0.543
15 0.88 0.792 0.581 0.158 0.906 0.836 0.378 0.51
16 0.76 0.669 0.486 0.19 0.775 0.714 0.319 0.426
17 0.58 0.499 0.36 0.203 0.592 0.539 0.232 0.313
18 0.35 0.294 0.21 0.175 0.354 0.322 0.133 0.182
19 0.14 0.115 0.081 0.098 0.14 0.126 0.05 0.07
20 0.03 0.024 0.016 0.026 0.03 0.026 0.01 0.014
21 0 0 0 0 0 0 0 0
22 0 0 0 0 0 0 0 0
23 0 0 0 0 0 0 0 0
24 0 0 0 0 0 0 0 0;

### wind availability ###
# MWh per 1-MW block
param wind: Hot_Clear Hot_Hazy Hot_Cloudy Storm_PM Clear_Breezy Mild_Balanced Overcast_Windy Cloudy_Calm :=
1 0.44 0.317 0.462 0.418 0.537 0.44 0.638 0.264
2 0.46 0.331 0.483 0.437 0.561 0.46 0.653 0.276
3 0.47 0.343 0.494 0.446 0.564 0.47 0.658 0.282
4 0.48 0.355 0.504 0.456 0.566 0.48 0.662 0.288
5 0.46 0.34 0.478 0.437 0.529 0.46 0.621 0.285
6 0.42 0.311 0.433 0.399 0.47 0.42 0.554 0.269
7 0.37 0.277 0.377 0.363 0.407 0.363 0.481 0.244
8 0.32 0.243 0.323 0.32 0.346 0.314 0.41 0.218
9 0.28 0.213 0.28 0.288 0.297 0.274 0.35 0.196
10 0.24 0.187 0.24 0.254 0.25 0.238 0.293 0.173
11 0.21 0.168 0.21 0.231 0.214 0.21 0.252 0.155
12 0.19 0.156 0.19 0.218 0.19 0.19 0.224 0.143
13 0.18 0.148 0.182 0.22 0.18 0.18 0.212 0.135
14 0.18 0.148 0.184 0.234 0.184 0.182 0.216 0.133
15 0.19 0.152 0.198 0.262 0.2 0.194 0.236 0.137
16 0.22 0.176 0.233 0.319 0.242 0.227 0.282 0.154
17 0.25 0.195 0.27 0.37 0.288 0.26 0.33 0.17
18 0.29 0.22 0.319 0.435 0.342 0.302 0.394 0.191
19 0.34 0.252 0.374 0.483 0.408 0.354 0.476 0.218
20 0.38 0.281 0.418 0.494 0.464 0.391 0.54 0.236
21 0.41 0.303 0.443 0.484 0.508 0.418 0.59 0.246
22 0.44 0.317 0.466 0.475 0.546 0.444 0.638 0.264
23 0.45 0.324 0.473 0.45 0.554 0.45 0.652 0.27
24 0.45 0.324 0.473 0.441 0.549 0.45 0.652 0.27;
